station_id,time,AtmosphericPressure,WindDirection,WindSpeed,Gust,AirTemperature,SeaTemperature
M1,2001-03-04T11:00:00Z,994.2,220,19.07,23.3,7.5,9.1
M1,2001-03-04T12:00:00Z,994.6,220,18.09,27.2,7.3,9.1
M1,2001-03-04T13:00:00Z,995,220,14.01,29.2,7.3,9.1
M1,2001-03-04T14:00:00Z,995,220,13.04,31.1,7.1,9.1
M1,2001-03-04T15:00:00Z,995.2,230,20.04,33.1,7.7,9.1
M1,2001-03-04T16:00:00Z,995.4,230,21.98,27.2,8.1,9.1
M1,2001-03-04T19:00:00Z,997.2,220,18.09,25.3,8.8,9.1
M1,2001-03-04T20:00:00Z,997.8,220,21.98,27.2,8.9,9.1
M1,2001-03-04T21:00:00Z,998.2,230,18.09,27.2,8.8,9.1
M1,2001-03-04T22:00:00Z,999.2,220,16.93,25.3,8.8,9.1
M1,2001-03-04T23:00:00Z,999.8,210,18.09,27.2,8.6,9.1
M1,2001-03-05T01:00:00Z,1000.6,220,19.07,27.2,9.2,9.2
M1,2001-03-05T02:00:00Z,1001.4,220,20.04,29.2,8.4,9.1
M1,2001-03-05T03:00:00Z,1002.4,220,22.96,31.1,7.1,9.1
M1,2001-03-05T04:00:00Z,1002.4,210,12.06,31.1,8.4,9.1
M1,2001-03-05T05:00:00Z,1003.2,200,19.07,29.2,9.2,9.1
M1,2001-03-05T06:00:00Z,1003.8,200,20.04,29.2,9,9.1
M1,2001-03-05T07:00:00Z,1004.4,200,18.09,29.2,9.1,9.1
M1,2001-03-05T08:00:00Z,1004.8,190,16.93,23.3,9.2,9.1
M1,2001-03-05T09:00:00Z,1005.4,190,18.09,25.3,9.3,9.2
M1,2001-03-05T10:00:00Z,1006.2,180,21.98,29.2,8.6,9.2
M1,2001-03-05T12:00:00Z,1007,170,22.96,33.1,8.4,9.1
M1,2001-03-05T13:00:00Z,1007,170,22.96,33.1,8.3,9.1
M1,2001-03-05T14:00:00Z,1006.8,170,21.98,31.1,8.4,9.1
M1,2001-03-05T16:00:00Z,1005.8,160,21.01,29.2,8.7,9
M1,2001-03-05T17:00:00Z,1005.4,140,15.95,25.3,8.9,9
M1,2001-03-05T18:00:00Z,1005.4,150,16.93,25.3,9,9
M1,2001-03-05T19:00:00Z,1005.6,140,14.98,21.4,NaN,9
M1,2001-03-05T20:00:00Z,1005,130,21.01,27.2,8.6,9
M1,2001-03-05T21:00:00Z,1004.4,130,22.96,31.1,8.1,9
M1,2001-03-05T22:00:00Z,1003.4,120,25.1,35,7.8,9.1
M1,2001-03-05T23:00:00Z,1003,130,28.99,38.9,7.4,9.1
M1,2001-03-06T00:00:00Z,1002.2,130,27.04,37,7.8,9.1
M1,2001-03-06T01:00:00Z,1001.8,130,26.07,38.9,8.2,9.1
M1,2001-03-06T02:00:00Z,1000.2,130,27.04,37,8.2,9.1
M1,2001-03-06T03:00:00Z,999.8,130,27.04,37,8.6,9.1
M1,2001-03-06T05:00:00Z,997.6,130,26.07,38.9,9.1,9
M1,2001-03-06T06:00:00Z,997.2,120,23.93,33.1,9,8.9
M1,2001-03-06T07:00:00Z,996.6,120,22.96,33.1,9.2,8.9
M1,2001-03-06T08:00:00Z,995.6,120,25.1,33.1,9.3,8.9
M1,2001-03-06T09:00:00Z,995.2,120,27.04,35,9.6,8.9
M1,2001-03-06T10:00:00Z,994.8,120,28.99,38.9,9.5,8.9
M1,2001-03-06T11:00:00Z,993,120,30.93,40.9,9,9
M1,2001-03-06T12:00:00Z,991,110,28.02,38.9,8.9,8.9
M1,2001-03-06T13:00:00Z,988,110,30.93,42.8,9.1,8.9
M1,2001-03-06T14:00:00Z,984.8,110,35.99,48.6,8.8,8.9
M1,2001-03-06T15:00:00Z,981.8,110,35.99,50.6,8.4,8.9
M1,2001-03-06T16:00:00Z,NaN,110,37.94,50.6,9.1,8.9
M1,2001-03-06T17:00:00Z,978,120,36.96,54.5,9.1,8.9
M1,2001-03-06T19:00:00Z,976.6,140,27.04,38.9,10.2,8.9
M1,2001-03-06T20:00:00Z,976.6,150,27.04,35,11,8.9
M1,2001-03-06T21:00:00Z,NaN,150,28.99,40.9,10.4,8.9
M1,2001-03-06T22:00:00Z,974.6,150,35.02,48.6,10.7,8.9
M1,2001-03-06T23:00:00Z,973,150,36.96,50.6,11,8.9
M1,2001-03-07T00:00:00Z,972.6,170,38.91,54.5,9.5,9
M1,2001-03-07T01:00:00Z,975.6,210,37.94,54.5,9.4,9
M1,2001-03-07T02:00:00Z,978.8,210,37.94,52.5,9.5,9
M1,2001-03-07T03:00:00Z,NaN,210,35.99,52.5,9.1,9.1
M1,2001-03-07T04:00:00Z,982.6,210,29.96,48.6,9.9,9.1
M1,2001-03-07T05:00:00Z,984.2,210,28.02,46.7,8.5,9.1
M1,2001-03-07T06:00:00Z,986,210,25.1,37,9.7,9.2
M1,2001-03-07T07:00:00Z,987,210,26.07,35,10.2,9.2
M1,2001-03-07T08:00:00Z,988.4,200,22.96,46.7,9.7,9.2
M1,2001-03-07T09:00:00Z,988.8,190,20.04,31.1,10.2,9.2
M1,2001-03-07T10:00:00Z,989,180,21.98,31.1,10.2,9.1
M1,2001-03-07T11:00:00Z,989.4,180,23.93,33.1,10.1,9.2
M1,2001-03-07T12:00:00Z,989.4,170,21.98,31.1,10,9.1
M1,2001-03-07T13:00:00Z,988.4,170,22.96,35,9.7,9.1
M1,2001-03-07T14:00:00Z,988,170,26.07,35,9.7,9.2
M1,2001-03-07T15:00:00Z,987.4,170,21.98,37,9.4,9.2
M1,2001-03-07T16:00:00Z,986.4,170,22.96,35,9.2,9.2
M1,2001-03-07T17:00:00Z,985.8,170,23.93,33.1,9.3,9.2
M1,2001-03-07T18:00:00Z,985.4,170,27.04,35,9.2,9.2
M1,2001-03-07T19:00:00Z,985.2,170,27.04,37,9.6,9.1
M1,2001-03-07T20:00:00Z,985,170,26.07,38.9,9.5,9.1
M1,2001-03-07T21:00:00Z,984,170,27.04,38.9,9.9,9.1
M1,2001-03-07T22:00:00Z,984.2,170,27.04,40.9,10,9.1
M1,2001-03-07T23:00:00Z,983.6,170,29.96,40.9,10,9.1
M1,2001-03-08T00:00:00Z,983.4,180,28.99,40.9,10.1,9.1
M1,2001-03-08T01:00:00Z,983,180,28.02,38.9,10,9.2
M1,2001-03-08T02:00:00Z,982.8,180,26.07,38.9,9.5,9.2
M1,2001-03-08T03:00:00Z,982.2,180,27.04,37,9.5,9.3
M1,2001-03-08T04:00:00Z,980.8,170,27.04,37,9.8,9.3
M1,2001-03-08T05:00:00Z,980.6,170,28.02,38.9,9.8,9.3
M1,2001-03-08T06:00:00Z,980.8,180,25.1,38.9,9.9,9.3
M1,2001-03-08T07:00:00Z,980.8,180,26.07,33.1,10,9.3
M1,2001-03-08T08:00:00Z,980.6,180,26.07,NaN,9.6,9.3
M1,2001-03-08T09:00:00Z,980.4,180,26.07,37,9.6,9.3
M1,2001-03-08T10:00:00Z,981.2,180,23.93,35,9.6,9.3
M1,2001-03-08T11:00:00Z,981.2,190,14.01,29.2,10,9.3
M1,2001-03-08T12:00:00Z,982.2,270,16.93,25.3,9.9,9.3
M1,2001-03-08T13:00:00Z,983.2,260,15.95,25.3,10.1,9.3
M1,2001-03-08T14:00:00Z,984,250,14.01,23.3,10.1,9.3
M1,2001-03-08T15:00:00Z,984.4,240,16.93,23.3,10.3,9.3
M1,2001-03-08T16:00:00Z,985.4,250,15.95,21.4,10.4,9.3
M1,2001-03-08T17:00:00Z,986.2,260,14.01,23.3,10.4,9.3
M1,2001-03-08T18:00:00Z,987,250,14.98,23.3,10.4,9.3
M1,2001-03-08T19:00:00Z,987.8,250,16.93,21.4,10.4,9.3
M1,2001-03-08T20:00:00Z,989,250,15.95,21.4,10.4,9.3
M1,2001-03-08T21:00:00Z,989.4,250,15.95,21.4,10.4,9.4
M1,2001-03-08T22:00:00Z,990.2,260,14.01,25.3,10.3,9.4
M1,2001-03-08T23:00:00Z,990.2,260,14.01,25.3,10,9.4
M1,2001-03-09T00:00:00Z,990.6,260,14.98,21.4,10.2,9.3
M1,2001-03-09T01:00:00Z,990.6,260,15.95,23.3,9.9,9.5
M1,2001-03-09T02:00:00Z,991,250,14.98,25.3,9.9,9.6
M1,2001-03-09T03:00:00Z,991,260,16.93,25.3,9.9,9.7
M1,2001-03-09T04:00:00Z,991,260,13.04,25.3,9.8,9.7
M1,2001-03-09T05:00:00Z,991.4,240,13.04,19.5,10.1,9.7
M1,2001-03-09T06:00:00Z,991.4,240,9.92,15.6,9.9,9.7
M1,2001-03-09T07:00:00Z,991.4,240,11.09,23.3,9.2,9.6
M1,2001-03-09T08:00:00Z,991.4,220,14.01,19.5,9.9,9.6
M1,2001-03-09T09:00:00Z,991.2,220,12.06,19.5,9.7,9.5
M1,2001-03-09T10:00:00Z,990.4,190,13.04,19.5,9.9,9.5
M1,2001-03-09T11:00:00Z,990.6,180,14.01,19.5,9.6,9.5
M1,2001-03-09T12:00:00Z,988.8,180,19.07,27.2,9.8,9.5
M1,2001-03-09T13:00:00Z,989,210,14.98,25.3,10.4,9.5
M1,2001-03-09T14:00:00Z,989,220,14.98,21.4,10.6,9.6
M1,2001-03-09T15:00:00Z,988.4,270,13.04,NaN,NaN,9.6
M1,2001-03-09T16:00:00Z,988.4,220,14.98,19.5,10.6,9.6
M1,2001-03-09T17:00:00Z,988,220,14.01,19.5,10.6,9.7
M1,2001-03-09T18:00:00Z,988,210,14.01,19.5,10.6,9.7
M1,2001-03-09T19:00:00Z,987.8,NaN,NaN,NaN,10.5,9.7
M1,2001-03-09T20:00:00Z,987.4,210,14.01,19.5,10.7,9.7
M1,2001-03-09T21:00:00Z,987.8,220,14.01,19.5,10.7,9.7
M1,2001-03-09T22:00:00Z,987.8,210,14.01,19.5,10.5,9.7
M1,2001-03-09T23:00:00Z,987.4,210,13.04,17.5,10.5,9.7
M1,2001-03-10T00:00:00Z,986.8,190,12.06,17.5,10.4,9.7
M1,2001-03-10T01:00:00Z,986.4,190,13.04,19.5,10.5,9.8
M1,2001-03-10T02:00:00Z,986.2,190,11.09,17.5,10.3,9.8
M1,2001-03-10T03:00:00Z,985.8,220,11.09,15.6,10.3,9.8
M1,2001-03-10T04:00:00Z,985.8,250,18.09,23.3,10.5,9.8
M1,2001-03-10T05:00:00Z,986.8,250,16.93,25.3,10.6,9.7
M1,2001-03-10T06:00:00Z,987.8,250,16.93,21.4,10.6,9.7
M1,2001-03-10T07:00:00Z,988.4,250,16.93,21.4,10.5,9.7
M1,2001-03-10T08:00:00Z,989.4,240,14.98,NaN,10.6,9.7
M1,2001-03-10T09:00:00Z,990.4,240,15.95,19.5,10.7,9.7
M1,2001-03-10T10:00:00Z,991,230,14.98,21.4,10.5,9.7
M1,2001-03-10T11:00:00Z,992.4,250,16.93,21.4,9.9,9.7
M1,2001-03-10T12:00:00Z,993.2,260,20.04,25.3,10,9.7
M1,2001-03-10T13:00:00Z,994.2,270,18.09,31.1,9.9,9.7
M1,2001-03-10T14:00:00Z,995,260,18.09,29.2,10.2,9.8
M1,2001-03-10T15:00:00Z,995.2,270,16.93,27.2,10.3,9.8
M1,2001-03-10T16:00:00Z,995.4,260,16.93,23.3,10.3,9.8
M1,2001-03-10T17:00:00Z,995.6,270,14.01,21.4,10.3,9.7
M1,2001-03-10T18:00:00Z,996.8,260,15.95,21.4,10.2,9.7
M1,2001-03-10T19:00:00Z,997.2,270,13.04,21.4,10.1,9.7
M1,2001-03-10T20:00:00Z,998.2,270,9.92,19.5,9.7,9.7
M1,2001-03-10T21:00:00Z,998.4,280,7.98,13.6,9.8,9.7
M1,2001-03-10T22:00:00Z,999,260,8.95,11.7,9.8,9.7
M1,2001-03-10T23:00:00Z,999.6,280,7.98,11.7,9.8,9.7
M1,2001-03-11T00:00:00Z,999.2,310,7.98,15.6,9.5,9.7
M1,2001-03-11T01:00:00Z,999.6,300,7.98,11.7,9.3,9.7
M1,2001-03-11T02:00:00Z,999,320,6.03,11.7,9.1,9.7
M1,2001-03-11T03:00:00Z,998.2,340,5.06,9.7,9,9.7
M1,2001-03-11T04:00:00Z,998.2,290,6.03,15.6,8,9.7
M1,2001-03-11T05:00:00Z,998.2,350,2.92,11.7,7.4,9.7
M1,2001-03-11T06:00:00Z,998.8,330,4.09,13.6,7.3,9.7
M1,2001-03-11T07:00:00Z,999,290,7,13.6,7.8,9.7
M1,2001-03-11T08:00:00Z,998.8,300,9.92,19.5,8.5,9.7
M1,2001-03-11T09:00:00Z,999.4,300,14.01,19.5,8.3,9.7
M1,2001-03-11T10:00:00Z,999.8,310,11.09,19.5,7.7,9.7
M1,2001-03-11T11:00:00Z,999.8,300,9.92,17.5,7.7,9.7
M1,2001-03-11T12:00:00Z,1000.8,NaN,NaN,25.3,6.7,9.7
M1,2001-03-11T13:00:00Z,1000.4,300,12.06,21.4,7.7,9.7
M1,2001-03-11T14:00:00Z,1000.2,280,12.06,27.2,7,9.7
M1,2001-03-11T15:00:00Z,999.8,270,NaN,NaN,7.6,9.7
M1,2001-03-11T16:00:00Z,999.2,260,14.98,23.3,8,9.7
M1,2001-03-11T17:00:00Z,999.2,270,14.98,23.3,7.3,9.7
M1,2001-03-11T18:00:00Z,999.2,240,14.98,25.3,7.1,9.7
M1,2001-03-11T19:00:00Z,998.8,270,15.95,25.3,6.9,9.7
M1,2001-03-11T20:00:00Z,998.8,260,13.04,21.4,6.5,9.7
M1,2001-03-11T21:00:00Z,998.8,260,14.01,19.5,7.2,9.7
M1,2001-03-11T23:00:00Z,998.6,230,18.09,31.1,6.4,9.8
M1,2001-03-12T00:00:00Z,997.8,240,19.07,27.2,6.5,9.8
M1,2001-03-12T01:00:00Z,997.4,240,20.04,31.1,6.3,9.8
M1,2001-03-12T02:00:00Z,996.6,260,19.07,27.2,6.1,9.8
M1,2001-03-12T03:00:00Z,996.2,240,15.95,25.3,6.9,9.9
M1,2001-03-12T04:00:00Z,996,240,15.95,25.3,6.7,9.9
M1,2001-03-12T05:00:00Z,995.6,270,18.09,25.3,6.6,9.9
M1,2001-03-12T06:00:00Z,995.2,290,11.09,31.1,6.6,9.8
M1,2001-03-12T07:00:00Z,995.2,260,15.95,25.3,7.2,9.8
M1,2001-03-12T08:00:00Z,995.6,260,14.98,NaN,7.9,9.9
M1,2001-03-12T09:00:00Z,995.8,260,19.07,31.1,7.5,9.9
M1,2001-03-12T10:00:00Z,995.2,250,21.98,31.1,7.6,9.9
M1,2001-03-12T11:00:00Z,994.4,230,20.04,33.1,6.8,9.9
M1,2001-03-12T12:00:00Z,994,250,26.07,38.9,7.2,9.9
M1,2001-03-12T13:00:00Z,992.8,250,22.96,33.1,8.6,9.9
M1,2001-03-12T14:00:00Z,991,250,25.1,38.9,8.1,9.9
M1,2001-03-12T15:00:00Z,990,250,29.96,40.9,8.2,9.8
M1,2001-03-12T16:00:00Z,988.2,230,20.04,37,8.6,9.8
M1,2001-03-12T17:00:00Z,986.6,260,25.1,35,9.2,9.9
M1,2001-03-12T18:00:00Z,986.4,270,28.99,38.9,9.1,9.8
M1,2001-03-12T19:00:00Z,987.4,290,26.07,40.9,8.8,9.8
M1,2001-03-12T20:00:00Z,988.8,290,27.04,40.9,8.5,9.8
M1,2001-03-12T21:00:00Z,990,300,28.02,40.9,9.2,9.8
M1,2001-03-12T22:00:00Z,992.8,300,26.07,37,8.5,9.8
M1,2001-03-12T23:00:00Z,993.4,320,27.04,40.9,8.9,9.8
M1,2001-03-13T00:00:00Z,995.2,NaN,NaN,NaN,8.3,9.9
M1,2001-03-13T01:00:00Z,996.2,310,20.04,35,8.6,9.8
M1,2001-03-13T02:00:00Z,997.2,310,21.98,31.1,8,9.8
M1,2001-03-13T03:00:00Z,997.6,300,22.96,33.1,8.4,9.8
M1,2001-03-13T04:00:00Z,998.2,300,21.01,33.1,8.5,9.8
M1,2001-03-13T05:00:00Z,998.6,300,18.09,31.1,8.8,9.8
M1,2001-03-13T06:00:00Z,998.8,310,20.04,29.2,8.8,9.8
M1,2001-03-13T07:00:00Z,999.8,300,18.09,27.2,8.6,9.8
M1,2001-03-13T08:00:00Z,1000.6,320,15.95,25.3,8.5,9.8
M1,2001-03-13T09:00:00Z,1001.4,310,19.07,27.2,8.6,9.8
M1,2001-03-13T10:00:00Z,1002.8,300,16.93,29.2,9.1,9.8
M1,2001-03-13T11:00:00Z,1003.8,310,19.07,25.3,9.1,9.8
M1,2001-03-13T12:00:00Z,1004.4,300,18.09,25.3,9.1,9.8
M1,2001-03-13T13:00:00Z,1005.4,290,16.93,23.3,9.2,9.8
M1,2001-03-13T14:00:00Z,1005.6,290,16.93,23.3,9.5,9.7
M1,2001-03-13T15:00:00Z,1006.2,280,16.93,23.3,9.3,9.7
M1,2001-03-13T16:00:00Z,1006,270,18.09,23.3,8.8,9.8
M1,2001-03-13T17:00:00Z,1005.4,270,13.04,23.3,9.2,9.7
M1,2001-03-13T18:00:00Z,1006,280,15.95,35,8.1,9.7
M1,2001-03-13T19:00:00Z,1006.2,270,11.09,25.3,8.3,9.7
M1,2001-03-13T20:00:00Z,1006.4,270,20.04,29.2,8.9,9.7
M1,2001-03-13T21:00:00Z,1006.4,280,16.93,25.3,8.6,9.7
M1,2001-03-13T22:00:00Z,1006.8,270,14.98,35,7.2,9.7
M1,2001-03-13T23:00:00Z,1006.4,270,15.95,23.3,8.5,9.7
M1,2001-03-14T00:00:00Z,1006.4,280,14.98,23.3,8.6,9.7
M1,2001-03-14T01:00:00Z,1006.6,280,14.98,21.4,8.3,9.7
M1,2001-03-14T02:00:00Z,1006.6,280,13.04,19.5,8.6,9.7
M1,2001-03-14T03:00:00Z,1006.4,280,12.06,17.5,8.5,9.7
M1,2001-03-14T04:00:00Z,1005.8,280,12.06,17.5,8.7,9.7
M1,2001-03-14T05:00:00Z,1005.4,270,9.92,15.6,8.8,9.7
M1,2001-03-14T06:00:00Z,1005.4,270,7.98,13.6,8.7,9.7
M1,2001-03-14T07:00:00Z,1005,310,7,11.7,8.2,9.7
M1,2001-03-14T08:00:00Z,1005.4,290,5.06,9.7,8.4,9.7
M1,2001-03-14T09:00:00Z,1005.4,240,4.09,7.8,8.6,9.7
M1,2001-03-14T10:00:00Z,1005.4,290,6.03,11.7,8.4,9.7
M1,2001-03-14T11:00:00Z,1006,240,5.06,13.6,7.9,9.7
M1,2001-03-14T12:00:00Z,1006.8,180,4.09,11.7,7.9,9.7
M1,2001-03-14T13:00:00Z,1006.4,10,1.95,5.8,8.7,9.7
M1,2001-03-14T14:00:00Z,1006,250,8.95,11.7,8.6,9.7
M1,2001-03-14T15:00:00Z,1006.4,230,7,11.7,8.2,9.7
M1,2001-03-14T16:00:00Z,1006.2,150,1.95,7.8,8.7,9.7
M1,2001-03-14T17:00:00Z,1006.4,250,2.92,5.8,8.8,9.8
M1,2001-03-14T18:00:00Z,1006.4,230,2.92,5.8,8.7,9.8
M1,2001-03-14T19:00:00Z,1006.8,180,2.92,5.8,8.7,9.8
M1,2001-03-14T20:00:00Z,1006.8,20,2.92,7.8,8.8,9.7
M1,2001-03-14T21:00:00Z,1006.8,70,7,9.7,8.4,9.7
M1,2001-03-14T22:00:00Z,1007.2,110,5.06,11.7,8.1,9.7
M1,2001-03-14T23:00:00Z,1007.6,150,1.95,9.7,8.5,9.7
M1,2001-03-15T00:00:00Z,1007,70,8.95,13.6,8.6,9.7
M1,2001-03-15T01:00:00Z,1007.6,80,12.06,15.6,8.4,9.7
M1,2001-03-15T02:00:00Z,1006.8,90,9.92,15.6,8.4,9.7
M1,2001-03-15T03:00:00Z,1006.4,90,11.09,15.6,8,9.7
M1,2001-03-15T04:00:00Z,1005.8,100,12.06,15.6,8.1,9.7
M1,2001-03-15T05:00:00Z,1004.8,90,14.98,19.5,8.2,9.7
M1,2001-03-15T06:00:00Z,1005.2,90,14.01,19.5,8.1,9.7
M1,2001-03-15T07:00:00Z,1004.8,90,15.95,21.4,8,9.7
M1,2001-03-15T08:00:00Z,1004.6,100,16.93,23.3,8,9.7
M1,2001-03-15T09:00:00Z,1004.8,110,15.95,23.3,7.9,9.7
M1,2001-03-15T10:00:00Z,1005.2,120,18.09,23.3,7.6,9.7
M1,2001-03-15T11:00:00Z,1004.8,110,19.07,25.3,7.3,9.7
M1,2001-03-15T12:00:00Z,1004.8,110,21.01,27.2,7.3,9.7
M1,2001-03-15T13:00:00Z,1004.4,100,21.98,27.2,6.8,9.7
M1,2001-03-15T14:00:00Z,1004,100,23.93,31.1,6.9,9.7
M1,2001-03-15T15:00:00Z,1003.8,100,25.1,35,6.9,9.7
M1,2001-03-15T16:00:00Z,1003,90,23.93,31.1,6.4,9.7
M1,2001-03-15T17:00:00Z,1002.8,90,23.93,33.1,6.7,9.7
M1,2001-03-15T18:00:00Z,1002.2,80,25.1,35,6.9,9.7
M1,2001-03-15T19:00:00Z,1001.8,90,25.1,33.1,7.1,9.7
M1,2001-03-15T20:00:00Z,1001.6,90,28.02,40.9,6.7,9.7
M1,2001-03-15T21:00:00Z,1001.2,90,28.02,40.9,6.7,9.7
M1,2001-03-15T22:00:00Z,1000.8,90,28.99,40.9,6.6,9.7
M1,2001-03-15T23:00:00Z,1000.8,90,29.96,40.9,6.2,9.7
M1,2001-03-16T00:00:00Z,1000.2,90,30.93,44.7,6.4,9.7
M1,2001-03-16T01:00:00Z,1000.4,90,29.96,40.9,6.4,9.7
M1,2001-03-16T02:00:00Z,1000.2,100,29.96,44.7,6.5,9.7
M1,2001-03-16T03:00:00Z,1000.2,100,26.07,40.9,6.7,9.7
M1,2001-03-16T04:00:00Z,1000.6,100,26.07,37,6.9,9.7
M1,2001-03-16T05:00:00Z,1000.8,100,26.07,35,7.1,9.7
M1,2001-03-16T06:00:00Z,1000.8,100,23.93,35,7.3,9.7
M1,2001-03-16T07:00:00Z,1001,100,25.1,33.1,7.4,9.7
M1,2001-03-16T08:00:00Z,1001.4,100,25.1,33.1,7.5,9.7
M1,2001-03-16T09:00:00Z,1001.8,100,21.01,31.1,7.8,9.8
M1,2001-03-16T10:00:00Z,NaN,100,23.93,31.1,8,9.9
M1,2001-03-16T11:00:00Z,1002.2,100,22.96,31.1,7.8,9.9
M1,2001-03-16T12:00:00Z,1002.4,100,26.07,33.1,7.9,9.9
M1,2001-03-16T13:00:00Z,1002.6,90,23.93,35,8.1,9.9
M1,2001-03-16T14:00:00Z,1001.8,90,27.04,35,8.2,NaN
M1,2001-03-16T15:00:00Z,1002.6,80,26.07,35,8.2,9.9
M1,2001-03-16T16:00:00Z,1002.4,90,23.93,35,8.4,9.9
M1,2001-03-16T17:00:00Z,1002.4,90,25.1,35,8.2,9.9
M1,2001-03-16T18:00:00Z,1002.6,80,26.07,37,7.8,9.9
M1,2001-03-16T19:00:00Z,1003.4,80,27.04,37,7.8,9.9
M1,2001-03-16T20:00:00Z,1003.2,80,26.07,37,7.5,9.9
M1,2001-03-16T21:00:00Z,1003.8,80,25.1,35,7.7,9.9
M1,2001-03-16T22:00:00Z,1003.4,80,26.07,35,7.3,9.9
M1,2001-03-16T23:00:00Z,1003.8,80,26.07,37,7.3,9.9
M1,2001-03-17T00:00:00Z,1003.4,80,27.04,38.9,7.1,9.9
M1,2001-03-17T01:00:00Z,1002.8,80,28.02,38.9,7.1,9.9
M1,2001-03-17T02:00:00Z,1002.8,80,28.02,35,7,9.9
M1,2001-03-17T03:00:00Z,1002.4,80,27.04,40.9,6.7,9.9
M1,2001-03-17T04:00:00Z,1002.4,80,27.04,35,6.4,9.9
M1,2001-03-17T05:00:00Z,1002.8,80,27.04,37,6,9.9
M1,2001-03-17T06:00:00Z,1002.4,70,28.99,38.9,5.6,9.8
M1,2001-03-17T07:00:00Z,1002.6,80,27.04,38.9,5.9,9.8
M1,2001-03-17T08:00:00Z,1002.8,80,NaN,37,5.9,9.8
M1,2001-03-17T09:00:00Z,1002.8,80,28.02,40.9,5.6,9.8
M1,2001-03-17T10:00:00Z,1002.8,80,26.07,37,6,9.8
M1,2001-03-17T11:00:00Z,1003,90,26.07,35,5.8,9.8
M1,2001-03-17T12:00:00Z,1002.8,80,27.04,35,5.4,9.8
M1,2001-03-17T13:00:00Z,1002.8,90,28.02,38.9,5.3,9.9
M1,2001-03-17T14:00:00Z,1002.8,80,27.04,37,6,9.8
M1,2001-03-17T15:00:00Z,NaN,90,27.04,37,6.2,9.8
M1,2001-03-17T16:00:00Z,1002.6,90,28.02,35,6.7,9.8
M1,2001-03-17T17:00:00Z,1002.8,90,26.07,35,6.6,9.8
M1,2001-03-17T18:00:00Z,1003.6,90,27.04,37,6.4,9.8
M1,2001-03-17T19:00:00Z,1004,90,26.07,37,6.7,9.8
M1,2001-03-17T20:00:00Z,1004.2,80,28.99,38.9,6.2,9.8
M1,2001-03-17T21:00:00Z,1004.4,90,28.02,37,6.2,9.8
M1,2001-03-17T22:00:00Z,1004.6,90,26.07,37,6.2,9.8
M1,2001-03-17T23:00:00Z,1004.8,80,25.1,37,5.8,9.8
M1,2001-03-18T00:00:00Z,1005.2,80,23.93,33.1,6.4,9.8
M1,2001-03-18T01:00:00Z,1005.2,80,22.96,33.1,6,9.8
M1,2001-03-18T02:00:00Z,1005.8,80,21.01,31.1,5.9,9.8
M1,2001-03-18T03:00:00Z,1006.4,80,21.98,29.2,6.1,9.8
M1,2001-03-18T04:00:00Z,1006.2,80,21.98,29.2,5.9,9.8
M1,2001-03-18T05:00:00Z,1007,80,21.01,29.2,5.5,9.7
M1,2001-03-18T06:00:00Z,1007.4,80,21.01,29.2,5.7,9.8
M1,2001-03-18T07:00:00Z,1007.8,80,21.98,29.2,4.8,9.7
M1,2001-03-18T08:00:00Z,1008.6,70,21.01,31.1,4.4,9.8
M1,2001-03-18T09:00:00Z,1009,70,19.07,27.2,4.2,9.8
M1,2001-03-18T10:00:00Z,1009.4,70,18.09,25.3,4.3,9.8
M1,2001-03-18T11:00:00Z,1010,80,16.93,31.1,4.5,9.8
M1,2001-03-18T12:00:00Z,1009.8,80,18.09,25.3,5,9.8
M1,2001-03-18T13:00:00Z,1010,80,18.09,25.3,4.9,9.7
M1,2001-03-18T14:00:00Z,1010.4,100,16.93,23.3,5.9,9.7
M1,2001-03-18T15:00:00Z,1010.4,100,16.93,25.3,5.9,9.7
M1,2001-03-18T16:00:00Z,1010.2,100,15.95,23.3,6.4,9.7
M1,2001-03-18T17:00:00Z,1010.4,100,15.95,21.4,6.7,9.7
M1,2001-03-18T18:00:00Z,1011,100,15.95,21.4,7.1,9.7
M1,2001-03-18T19:00:00Z,1011.6,110,14.98,21.4,7.5,9.7
M1,2001-03-18T20:00:00Z,1011.6,100,16.93,23.3,7.5,9.7
M1,2001-03-18T21:00:00Z,1011.4,110,18.09,23.3,7.3,9.7
M1,2001-03-18T22:00:00Z,1011.8,110,19.07,27.2,7.2,9.6
M1,2001-03-18T23:00:00Z,1011.6,120,19.07,27.2,6.6,9.6
M1,2001-03-19T00:00:00Z,1011.4,120,20.04,27.2,6.4,9.6
M1,2001-03-19T01:00:00Z,1011.6,120,20.04,27.2,6.5,9.6
M1,2001-03-19T02:00:00Z,1011.6,120,20.04,29.2,5.9,9.6
M1,2001-03-19T03:00:00Z,1011.2,120,21.98,29.2,5.6,9.6
M1,2001-03-19T04:00:00Z,1011,120,21.98,31.1,5.3,9.6
M1,2001-03-19T05:00:00Z,1010.4,110,22.96,31.1,5.7,9.5
M1,2001-03-19T06:00:00Z,1010.2,120,21.98,33.1,5.7,9.5
M1,2001-03-19T07:00:00Z,1010,120,22.96,31.1,6.1,9.5
M1,2001-03-19T08:00:00Z,1010,120,20.04,31.1,6.1,9.5
M1,2001-03-19T09:00:00Z,1010.4,120,25.1,35,6,9.5
M1,2001-03-19T10:00:00Z,1009.8,120,25.1,35,5.8,9.4
